Name,ID,Zip,County,Address,Latitude,Longitude
Mix 40SAC0269,ec3qsxs6,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix 40CAV0968,ec3acscf,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix 60MASS01,ec3kp35r,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix 45CNC0459,ec3yxpg6,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix 40CNF166,ec3zu4wy,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix 30GNC5,ec32th5d,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix 60MASS01,ec3js09r,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix 50CNF503,ec3eczh5,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix 30K1D40NAF,ec3endrd,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix 70GNV0910,ec3ef1sj,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix 40CAX50SP,ec311dq2,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix 70JNV0463,ec3kc7ke,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix 70SNG0427,ec3nhybd,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix 70SNG0427,ec310bgr,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix 40CNC82,ec3pn57t,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix 40CAC205,ec3p8hmj,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix 50CNC966,ec33bbeh,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix 40CAC113,ec3t7ya9,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix 40CNC82,ec3uf1aw,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix 40MASS01,ec3c8zf8,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix X0JNV966,ec3hy8hc,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix X0JNV966,ec38rnzr,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix 35CNC513,ec31q7ws,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix 45CNC595SP,ec3rp3xa,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix 30K2D44NAF,ec36yyu0,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix 40CNF05,ec3may3p,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix 40CNC577,ec3wzd9s,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix 70JNV455,ec3hj9fq,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix 40CAC128,ec3uxpff,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix 60MASS05,ec3736p2,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix 40JNX0487,ec3x27rs,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix 38K1D40NAX,ec32kfx1,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix X2JNV977,ec3bq68m,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix 70MASS02,ec3zcqbb,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix 50CAX225,ec3mc8uq,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix 30CNX104,ec3a6412,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix 80MASS04,ec3pb7ek,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix 30JNC602,ec3m9rw3,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix 30K2D40NAF,ec3ajs67,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix 30K3D40NAF,ec39e1pu,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix 45CNC0647,ec3096gs,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix 209GT,ec3ymgd3,31404,Chatham,"42 Forbes Road, Savannah, GA 31404",32.07598,-81.04809
Mix 209GT,ec30jctj,30318,Fulton,"1430 Marietta Boulevard Northwest, Atlanta, GA 30318",33.79411,-84.43239
Mix 50GNF491,ec3m722k,30337,Fulton County,"2625 Sullivan Rd, Atlanta, GA 30337, USA",33.6255313,-84.4748087
Cemex Clinchfield Cement Masonry S,ec37g8w4,31069,Houston County,"2720 US-341, Perry, GA 31069, USA",32.4155199,-83.6328477
Mix 40AAP0362,ec3jf3xd,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix 45JAC0089SP,ec3st254,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix 45CNC0647,ec3xpde6,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix 30CAC0564,ec3rzwqs,30025,Walton County,"760 Shire Pkwy, Social Circle, GA 30025, USA",33.6008187,-83.6814864
Mix 30CNC0558,ec3yr9hp,30025,Walton County,"760 Shire Pkwy, Social Circle, GA 30025, USA",33.6008187,-83.6814864
Mix 40CAC128,ec3dfc8z,30025,Walton County,"760 Shire Pkwy, Social Circle, GA 30025, USA",33.6008187,-83.6814864
Mix 40CNC0423,ec3kqsne,30025,Walton County,"760 Shire Pkwy, Social Circle, GA 30025, USA",33.6008187,-83.6814864
Mix 35CNC0449,ec3rpfbp,30025,Walton County,"760 Shire Pkwy, Social Circle, GA 30025, USA",33.6008187,-83.6814864
Mix 35CAC0565,ec3cf0y6,30025,Walton County,"760 Shire Pkwy, Social Circle, GA 30025, USA",33.6008187,-83.6814864
Mix 35CAC0657,ec317hs5,30025,Walton County,"760 Shire Pkwy, Social Circle, GA 30025, USA",33.6008187,-83.6814864
Mix 35CNC0555,ec350fb2,30025,Walton County,"760 Shire Pkwy, Social Circle, GA 30025, USA",33.6008187,-83.6814864
Mix X0JNV996,ec30zgs3,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix 40CNC577,ec32xj56,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Cemex Clinchfield Cement Type I/II,ec3wtugn,31069,Houston County,"2720 US-341, Perry, GA 31069, USA",32.4155199,-83.6328477
Cemex Clinchfield Cement Type III,ec34b8cc,31069,Houston County,"2720 US-341, Perry, GA 31069, USA",32.4155199,-83.6328477
Cemex Clinchfield Cement Masonry N,ec3fjddj,31069,Houston County,"2720 US-341, Perry, GA 31069, USA",32.4155199,-83.6328477
Mix 30CAX111,ec3bbsjk,30025,Walton County,"760 Shire Pkwy, Social Circle, GA 30025, USA",33.6008187,-83.6814864
Mix TERNARY GROUT #1,ec3pddxb,30337,Fulton County,"2625 Sullivan Rd, Atlanta, GA 30337, USA",33.6255313,-84.4748087
Mix 50JNF0393,ec3hay8k,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix 40CNC196,ec3k8w3u,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix X0JNV0476,ec3ta885,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
Mix 50CNF503,ec3sc6sf,30340,Gwinnett County,"2395 Weaver Way, Atlanta, GA 30340, USA",33.9181674,-84.2369614
1599939,ec3mgd0g,97266,Multnomah County,"6400 SE 101st Ave, Portland, OR 97266, USA",45.4707988,-122.5603489
1599940,ec3mmf9s,97266,Multnomah County,"6400 SE 101st Ave, Portland, OR 97266, USA",45.4707988,-122.5603489
1599941,ec3seujm,97266,Multnomah County,"6400 SE 101st Ave, Portland, OR 97266, USA",45.4707988,-122.5603489
1599942,ec3j1wbp,97266,Multnomah County,"6400 SE 101st Ave, Portland, OR 97266, USA",45.4707988,-122.5603489
