Name,ID,Zip,County,Address,Latitude,Longitude
1526499,ec3b4hue,31906,Muscogee County,"532 Andrews Rd, Columbus, GA 31906, USA",32.4516599,-84.946513
1526520,ec3cj7qd,31906,Muscogee County,"532 Andrews Rd, Columbus, GA 31906, USA",32.4516599,-84.946513
1526522,ec3khndx,31906,Muscogee County,"532 Andrews Rd, Columbus, GA 31906, USA",32.4516599,-84.946513
1528269,ec34tuza,31906,Muscogee County,"532 Andrews Rd, Columbus, GA 31906, USA",32.4516599,-84.946513
1531862,ec3scb98,31906,Muscogee County,"532 Andrews Rd, Columbus, GA 31906, USA",32.4516599,-84.946513
1531865,ec3gbjy2,31906,Muscogee County,"532 Andrews Rd, Columbus, GA 31906, USA",32.4516599,-84.946513
1531866,ec3hffj9,31906,Muscogee County,"532 Andrews Rd, Columbus, GA 31906, USA",32.4516599,-84.946513
1531870,ec3xq2mn,31906,Muscogee County,"532 Andrews Rd, Columbus, GA 31906, USA",32.4516599,-84.946513
1531871,ec3dhusq,31906,Muscogee County,"532 Andrews Rd, Columbus, GA 31906, USA",32.4516599,-84.946513
1531875,ec3duy8g,31906,Muscogee County,"532 Andrews Rd, Columbus, GA 31906, USA",32.4516599,-84.946513
1531876,ec32pz1b,31906,Muscogee County,"532 Andrews Rd, Columbus, GA 31906, USA",32.4516599,-84.946513
1531899,ec3faz6x,31906,Muscogee County,"532 Andrews Rd, Columbus, GA 31906, USA",32.4516599,-84.946513
1531901,ec335r3r,31906,Muscogee County,"532 Andrews Rd, Columbus, GA 31906, USA",32.4516599,-84.946513
1531914,ec3r6j0a,31906,Muscogee County,"532 Andrews Rd, Columbus, GA 31906, USA",32.4516599,-84.946513
1531975,ec3bg9xz,31906,Muscogee County,"532 Andrews Rd, Columbus, GA 31906, USA",32.4516599,-84.946513
1532029,ec3t02tt,31906,Muscogee County,"532 Andrews Rd, Columbus, GA 31906, USA",32.4516599,-84.946513
1532208,ec31kh36,31906,Muscogee County,"532 Andrews Rd, Columbus, GA 31906, USA",32.4516599,-84.946513
1532216,ec3t6je0,31906,Muscogee County,"532 Andrews Rd, Columbus, GA 31906, USA",32.4516599,-84.946513
1532220,ec38c67x,31906,Muscogee County,"532 Andrews Rd, Columbus, GA 31906, USA",32.4516599,-84.946513
1532223,ec3pkryd,31906,Muscogee County,"532 Andrews Rd, Columbus, GA 31906, USA",32.4516599,-84.946513
1532232,ec3y6rm0,31906,Muscogee County,"532 Andrews Rd, Columbus, GA 31906, USA",32.4516599,-84.946513
1532270,ec3yswbc,31906,Muscogee County,"532 Andrews Rd, Columbus, GA 31906, USA",32.4516599,-84.946513
1532272,ec3rc7fg,31906,Muscogee County,"532 Andrews Rd, Columbus, GA 31906, USA",32.4516599,-84.946513
1532275,ec36phx2,31906,Muscogee County,"532 Andrews Rd, Columbus, GA 31906, USA",32.4516599,-84.946513
1551043,ec3wxnsg,31906,Muscogee County,"532 Andrews Rd, Columbus, GA 31906, USA",32.4516599,-84.946513
1551044,ec33fp00,31906,Muscogee County,"532 Andrews Rd, Columbus, GA 31906, USA",32.4516599,-84.946513
1555227,ec30bhge,31906,Muscogee County,"532 Andrews Rd, Columbus, GA 31906, USA",32.4516599,-84.946513
1559425,ec31fftp,31906,Muscogee County,"532 Andrews Rd, Columbus, GA 31906, USA",32.4516599,-84.946513
1580017,ec3d2afx,31906,Muscogee County,"532 Andrews Rd, Columbus, GA 31906, USA",32.4516599,-84.946513
1589112,ec3282fw,31906,Muscogee County,"532 Andrews Rd, Columbus, GA 31906, USA",32.4516599,-84.946513
1604539,ec38fwxe,31906,Muscogee County,"532 Andrews Rd, Columbus, GA 31906, USA",32.4516599,-84.946513
1605333,ec32n07d,31906,Muscogee County,"532 Andrews Rd, Columbus, GA 31906, USA",32.4516599,-84.946513
1614479,ec3hzkq7,31906,Muscogee County,"532 Andrews Rd, Columbus, GA 31906, USA",32.4516599,-84.946513
1614480,ec3adxfk,31906,Muscogee County,"532 Andrews Rd, Columbus, GA 31906, USA",32.4516599,-84.946513
1615388,ec3qzxjx,31906,Muscogee County,"532 Andrews Rd, Columbus, GA 31906, USA",32.4516599,-84.946513
1622914,ec34jg4t,31906,Muscogee County,"532 Andrews Rd, Columbus, GA 31906, USA",32.4516599,-84.946513
1622973,ec36k0kh,31906,Muscogee County,"532 Andrews Rd, Columbus, GA 31906, USA",32.4516599,-84.946513
1622977,ec3nn7f3,31906,Muscogee County,"532 Andrews Rd, Columbus, GA 31906, USA",32.4516599,-84.946513
1623119,ec39mq2f,31906,Muscogee County,"532 Andrews Rd, Columbus, GA 31906, USA",32.4516599,-84.946513
1623522,ec3j0frz,31906,Muscogee County,"532 Andrews Rd, Columbus, GA 31906, USA",32.4516599,-84.946513
1624778,ec3qczn0,31906,Muscogee County,"532 Andrews Rd, Columbus, GA 31906, USA",32.4516599,-84.946513
#split Julie Industries - Low Embodied Carbon StaticSmart® and OfficeSmart® Carpet Tile,ec3d79xu,,,,,
404,ec3s6s7r,30318,Fulton,"1430 Marietta Boulevard Northwest, Atlanta, GA 30318",33.79411,-84.43239
507-1,ec3g5wyt,30318,Fulton County,"1430 Marietta Blvd NW, Atlanta, GA 30318, USA",33.7937021,-84.4324266
509-1,ec3d0yf8,30318,Fulton County,"1430 Marietta Blvd NW, Atlanta, GA 30318, USA",33.7937021,-84.4324266
1620477,ec3tss3y,30720,Whitfield County,"419 N Selvidge St, Dalton, GA 30720, USA",34.7768036,-84.9702945
1597197,ec3ea1sa,30720,Whitfield County,"419 N Selvidge St, Dalton, GA 30720, USA",34.7768036,-84.9702945
1152539,ec3rx7f2,30720,Whitfield County,"419 N Selvidge St, Dalton, GA 30720, USA",34.7768036,-84.9702945
1390714,ec3zmc9m,30720,Whitfield County,"419 N Selvidge St, Dalton, GA 30720, USA",34.7768036,-84.9702945
1534613,ec3k3yx5,30720,Whitfield County,"419 N Selvidge St, Dalton, GA 30720, USA",34.7768036,-84.9702945
